    0	16.000000	0.000000
    1	17.673346	-3.316530
    2	18.629839	-6.888294
    3	18.797930	-10.555830
    4	18.142139	-14.142140
    5	16.666969	-17.460871
    6	14.419026	-20.325359
    7	11.487070	-22.558056
    8	8.000000	-24.000000
    9	4.122750	-24.519625
   10	0.050241	-24.020880
   11	-4.000390	-22.449690
   12	-7.798996	-19.798996
   13	-11.112631	-16.111530
   14	-13.716400	-11.480491
   15	-15.404335	-6.047790
   16	-16.000000	0.000000
   17	-15.673346	3.316530
   18	-14.629839	6.888294
   19	-12.797930	10.555830
   20	-10.142140	14.142140
   21	-6.666970	17.460871
   22	-2.419026	20.325359
   23	2.512930	22.558056
   24	8.000000	24.000000
   25	13.877250	24.519625
   26	19.949759	24.020880
   27	26.000389	22.449690
   28	31.798996	19.798996
   29	37.112633	16.111530
   30	41.716400	11.480491
   31	45.404335	6.047790
   32	80.000000	0.000000
   33	81.058464	-9.559410
   34	80.194000	-19.134150
   35	77.404968	-28.334070
   36	72.769562	-36.769566
   37	66.445206	-44.067909
   38	58.664883	-49.889519
   39	49.729950	-53.943176
   40	40.000000	-56.000000
   41	29.879871	-55.904747
   42	19.804386	-53.585037
   43	10.221371	-49.056732
   44	1.573578	-42.426422
   45	-5.719669	-33.889771
   46	-11.280560	-23.726347
   47	-14.789455	-12.290669
   48	-16.000000	0.000000
   49	-15.058464	9.559410
   50	-12.194000	19.134150
   51	-7.404972	28.334070
   52	-0.769566	36.769566
   53	7.554790	44.067909
   54	17.335117	49.889519
   55	28.270050	53.943176
   56	40.000000	56.000000
   57	52.120129	55.904747
   58	64.195618	53.585037
   59	75.778625	49.056732
   60	86.426422	42.426422
   61	95.719666	33.889771
   62	103.280563	23.726347
   63	108.789459	12.290669
   64	144.000000	0.000000
   65	144.443588	-15.802290
   66	141.758148	-31.380007
   67	136.012009	-46.112312
   68	127.396988	-59.396988
   69	116.223450	-70.674950
   70	102.910736	-79.453682
   71	87.972832	-85.328293
   72	72.000000	-88.000000
   73	55.636990	-87.289864
   74	39.558529	-83.149200
   75	24.443130	-75.663773
   76	10.946152	-65.053848
   77	-0.326714	-51.668011
   78	-8.844719	-35.972202
   79	-14.174576	-18.533550
   80	-16.000000	0.000000
   81	-14.443588	15.802290
   82	-9.758156	31.380007
   83	-2.012009	46.112312
   84	8.603012	59.396988
   85	21.776550	70.674950
   86	37.089260	79.453682
   87	54.027168	85.328293
   88	72.000000	88.000000
   89	90.363007	87.289864
   90	108.441467	83.149200
   91	125.556870	75.663773
   92	141.053848	65.053848
   93	154.326721	51.668011
   94	164.844727	35.972202
   95	172.174576	18.533550
   96	208.000000	0.000000
   97	207.828705	-22.045170
   98	203.322327	-43.625862
   99	194.619049	-63.890553
  100	182.024414	-82.024414
  101	166.001694	-97.281990
  102	147.156586	-109.017838
  103	126.215714	-116.713417
  104	104.000000	-120.000000
  105	81.394112	-118.674988
  106	59.312672	-112.713356
  107	38.664886	-102.270813
  108	20.318733	-87.681267
  109	5.066246	-69.446251
  110	-6.408875	-48.218060
  111	-13.559700	-24.776430
  112	-16.000000	0.000000
  113	-13.828705	22.045170
  114	-7.322319	43.625862
  115	3.380951	63.890553
  116	17.975586	82.024414
  117	35.998306	97.281990
  118	56.843407	109.017838
  119	79.784286	116.713417
  120	104.000000	120.000000
  121	128.605896	118.674988
  122	152.687332	112.713356
  123	175.335114	102.270813
  124	195.681274	87.681267
  125	212.933746	69.446251
  126	226.408875	48.218060
  127	235.559692	24.776430
  128	272.000000	0.000000
  129	271.213806	-28.288050
  130	264.886475	-55.871719
  131	253.226089	-81.668793
  132	236.651840	-104.651840
  133	215.779938	-123.889030
  134	191.402451	-138.582001
  135	164.458588	-148.098541
  136	136.000000	-152.000000
  137	107.151230	-150.060104
  138	79.066818	-142.277512
  139	52.886650	-128.877853
  140	29.691307	-110.308693
  141	10.459213	-87.224487
  142	-3.973038	-60.463917
  143	-12.944824	-31.019310
  144	-16.000000	0.000000
